"""protein""","""pathwayCount"""
"""Q8N5B7""",4
"""Q9NP92""",6
"""Q9Y2S2""",3
"""Q68DI1""",3
"""Q4ADV7""",7
"""O43278""",5
"""O43164""",4
"""Q9C0I1""",5
"""Q5FVE4""",5
"""Q96DX5""",7
"""Q13043""",2
"""Q685J3""",9
"""Q8TED0""",4
"""P30483""",7
"""P20618""",9
"""P01584""",10
"""Q9UNQ0""",5
"""Q5HYA8""",3
"""O60344""",5
"""Q9UGJ0""",24
"""Q0PNE2""",3
"""Q9UNF0""",3
"""Q9Y291""",6
"""P35914""",6
"""Q9BVH7""",6
"""Q86XL3""",7
"""P23769""",7
"""P51168""",3
"""P60033""",6
"""Q96BD8""",16
"""P23634""",10
"""O95342""",7
"""P54803""",4
"""Q99748""",9
"""Q96QG7""",8
"""Q8IXM3""",6
"""O95528""",3
"""Q7Z7B1""",4
"""Q15022""",23
"""P57081""",3
"""Q969M7""",7
"""Q14974""",23
"""Q9NS00""",4
"""Q8WYQ3""",2
"""P98161""",4
"""Q7L4E1""",5
"""Q9P1U0""",12
"""Q08397""",4
"""Q14833""",6
"""P18509""",12
"""P68402""",8
"""O95237""",10
"""Q8NGH9""",5
"""Q9NS15""",3
"""Q8N6M6""",3
"""P00568""",3
"""O60683""",5
"""O60662""",7
"""P02652""",19
"""Q9P0J1""",5
"""O15488""",5
"""O60542""",9
"""P21754""",3
"""O43242""",9
"""Q9BYZ2""",4
"""Q9BYD2""",6
"""Q96KS0""",5
"""Q496F6""",5
"""O43752""",5
"""O15197""",4
"""Q9UL59""",3
"""Q9UBL6""",4
"""Q9UI32""",12
"""Q9Y2X0""",5
"""Q9Y3C4""",3
"""Q76L83""",4
"""P18827""",25
"""Q99661""",24
"""P36873""",25
"""P43627""",3
"""P35326""",3
"""P60896""",6
"""P06241""",68
"""Q15121""",5
"""P31997""",7
"""P82094""",4
"""Q8IXI1""",3
"""P07947""",29
"""Q12797""",6
"""Q9UNP4""",6
"""Q9Y399""",6
"""O75676""",4
"""O00468""",24
"""Q13526""",12
"""O95264""",3
"""P54725""",9
"""Q9Y285""",4
"""Q15937""",3
"""Q14194""",4
"""Q9UGF7""",5
"""Q08AH3""",6
"""O96014""",9
"""O95336""",3
"""P62906""",19
"""Q16656""",3
"""Q9NSP4""",19
"""Q9NSE4""",4
"""Q9NRW3""",4
"""Q6UWW0""",4
"""P48736""",13
"""P02751""",30
"""Q9P2U8""",4
"""O60755""",7
"""P15090""",6
"""P17480""",11
"""Q92915""",3
"""P10911""",12
"""Q5VWK5""",5
"""Q96MT3""",5
"""O14556""",9
"""Q9NYV9""",6
"""P50440""",4
"""Q9NY65""",6
"""Q9NRD9""",4
"""O15296""",5
"""O60656""",4
"""Q9NY59""",8
"""O75880""",9
"""Q96RU3""",3
"""P23760""",3
"""Q8N5S9""",6
"""Q12860""",10
"""Q96RJ3""",4
"""O75874""",12
"""Q96RT7""",9
"""Q13724""",4
"""P23946""",9
"""P08100""",16
"""Q9BXP8""",2
"""Q14584""",3
"""Q5JTJ3""",2
"""Q96D96""",6
"""P29400""",14
"""P04229""",10
"""P16499""",11
"""O00505""",5
"""P07204""",4
"""P05089""",7
"""Q9UNS1""",5
"""P51684""",13
"""P19525""",11
"""P07359""",7
"""Q13433""",6
"""O95363""",4
"""Q13625""",15
"""Q9H3R1""",5
"""P42679""",4
"""Q99442""",4
"""Q13619""",15
"""Q8TBF4""",4
"""Q15043""",6
"""Q9Y2I7""",7
"""O95222""",5
"""Q8IXL7""",2
"""Q14152""",11
"""Q14344""",15
"""P62318""",14
"""Q8NGT5""",5
"""Q8NH55""",5
"""Q9HBG4""",11
"""Q8NG41""",7
"""Q9HB14""",7
"""P11474""",6
"""O15504""",56
"""P48643""",13
"""P00739""",3
"""P01303""",7
"""Q9NSA2""",6
"""O95918""",5
"""P01599""",23
"""P40763""",38
"""P10323""",3
"""P0DP73""",5
"""P04433""",23
"""Q9BUF7""",4
"""O15519""",13
"""Q9NZV8""",6
"""O14649""",7
"""O15213""",4
"""P11177""",10
"""Q5FYA8""",8
"""Q58A45""",3
"""P25067""",5
"""A6NIJ9""",5
"""P02724""",2
"""O60749""",5
"""Q9P035""",5
"""P13639""",15
"""P16422""",2
"""P52803""",3
"""Q9BRR6""",4
"""Q9BYP7""",3
"""P41222""",5
"""Q02413""",11
"""P53007""",7
"""Q9Y561""",9
"""Q9Y4U1""",4
"""Q96S21""",3
"""Q14683""",24
"""P35503""",4
"""Q99832""",9
"""Q9H0H0""",3
"""Q96DV4""",6
"""Q96L34""",3
"""Q9BXW6""",5
"""O76036""",3
"""P30462""",7
"""P55081""",3
"""Q14542""",4
"""Q5HYK3""",4
"""Q86SS6""",7
"""P62491""",12
"""Q5NV62""",20
"""P09683""",7
"""Q6WBX8""",20
"""P63241""",4
"""Q9Y2M0""",2
"""Q13838""",9
"""Q12968""",11
"""O43818""",4
"""Q7Z4S6""",8
"""Q68CP9""",8
"""Q9Y2A4""",3
"""Q8N370""",4
"""P29322""",3
"""Q8N2K0""",8
"""P80370""",4
"""Q8TF09""",3
"""Q9HD33""",6
"""Q6P0N0""",4
"""P19447""",48
"""P06307""",7
"""P30301""",3
"""P47992""",8
"""Q8NGP3""",5
"""Q9NUX5""",4
"""Q9GZQ6""",8
"""P35908""",2
"""Q8NGE3""",5
"""A5LHX3""",6
"""P19957""",6
"""P49767""",9
"""O60266""",37
"""Q9BU40""",7
"""Q92900""",4
"""Q92890""",8
"""Q9NZN5""",15
"""Q8N145""",2
"""P78406""",56
"""Q5T0N5""",3
"""Q8NGS9""",5
"""Q8NH49""",5
"""Q8NE22""",6
"""Q8NGF8""",5
"""Q9NRY4""",11
"""A6NHL2""",6
"""Q9NYW5""",6
"""O14727""",10
"""Q93088""",4
"""Q9NXT0""",3
"""Q9P2J8""",3
"""O60641""",4
"""P78369""",4
"""P14416""",8
"""Q9H9S0""",4
"""Q63HN8""",4
"""Q8WXS5""",11
"""A2RU49""",4
"""O75385""",9
"""Q96MU8""",4
"""Q96CW1""",44
"""Q96EU7""",4
"""Q9UJU6""",11
"""P28702""",7
"""P08235""",7
"""Q9Y483""",3
"""P15531""",3
"""O15120""",8
"""Q9Y6A9""",8
"""O75094""",5
"""Q16881""",15
"""Q8WUI4""",20
"""Q9HCJ0""",26
"""Q02985""",4
"""Q96SQ9""",7
"""P56746""",4
"""P19474""",8
"""P17936""",10
"""Q99613""",11
"""Q16875""",4
"""Q8NGS0""",5
"""Q8NH40""",5
"""B0YJ81""",5
"""O14931""",3
"""Q9Y3M8""",3
"""P46736""",16
"""Q08J23""",3
"""P00751""",7
"""P01615""",23
"""Q9NVM4""",3
"""Q6A163""",2
"""P32780""",48
"""P28566""",8
"""Q9Y243""",61
"""Q7Z2H8""",5
"""P49674""",21
"""O95429""",13
"""Q9NNW7""",3
"""P10635""",14
"""O14775""",48
"""P04745""",3
"""Q16635""",7
"""Q15109""",30
"""O14640""",12
"""Q8NG35""",5
"""O15525""",2
"""Q9BTY2""",7
"""P13765""",3
"""Q9P0U1""",4
"""Q8NH07""",5
"""Q9HBH0""",6
"""Q9NS62""",4
"""P12104""",4
"""Q9BZF2""",5
"""Q9P2F6""",3
"""Q9P212""",3
"""Q9ULZ1""",7
"""Q9BUH8""",3
"""P0C629""",5
"""Q7RTX7""",3
"""P06730""",26
"""P31644""",5
"""Q8TAQ5""",6
"""Q9BR01""",4
"""Q8IWW8""",4
"""Q2M2I8""",4
"""O15389""",5
"""P47804""",7
"""Q7Z5K2""",12
"""P52824""",7
"""P33908""",10
"""Q9UJQ4""",7
"""Q9HB29""",6
"""Q96S42""",3
"""Q8WVT3""",4
"""Q9BYE7""",4
"""Q05048""",11
"""Q14677""",5
"""Q5VU57""",3
"""Q9Y3S1""",3
"""O95633""",8
"""Q14563""",6
"""Q8WUP2""",3
"""Q99712""",11
"""Q5NV83""",20
"""P23919""",3
"""Q15427""",5
"""P0DMS8""",8
"""Q5NUL3""",7
"""Q14749""",5
"""P57678""",3
"""P56704""",10
"""Q9UPZ6""",4
"""P26368""",11
"""P36888""",4
"""O15228""",8
"""P17858""",7
"""P35227""",11
"""O94778""",6
"""Q7Z3S7""",4
"""Q8N1I0""",2
"""A6H8Y1""",7
"""P04844""",5
"""O14874""",3
"""P49959""",36
"""Q8NGR4""",5
"""Q9NV06""",7
"""Q8NGG4""",5
"""P30291""",18
"""P78381""",4
"""O14733""",33
"""P24593""",4
"""O14925""",2
"""P59543""",6
"""Q9NTK5""",4
"""P98155""",8
"""P34972""",6
"""A9YTQ3""",4
"""Q8TB52""",7
"""Q8TAT2""",6
"""P22692""",4
"""P03989""",7
"""Q6STE5""",11
"""O95150""",4
"""Q15631""",3
"""P48061""",11
"""P05386""",19
"""Q9NYL5""",10
"""Q9BUD6""",4
"""P42331""",3
"""Q6UX06""",3
"""P26572""",5
"""Q9Y6M5""",6
"""Q06481""",8
"""Q14590""",3
"""P47872""",7
"""P16401""",10
"""Q9H254""",17
"""Q96LT4""",4
"""Q8WWG1""",26
"""O95711""",4
"""Q13115""",35
"""Q99259""",5
"""Q15526""",9
"""P62807""",71
"""O95045""",6
"""O76015""",2
"""Q6ZSZ5""",13
"""P59861""",5
"""P05111""",4
"""P58335""",4
"""Q7Z3V4""",4
"""P46721""",9
"""Q53FZ2""",6
"""Q05516""",7
"""Q9Y5J9""",2
"""P09848""",3
"""Q8WTR4""",5
"""Q15349""",49
"""P01782""",23
"""Q5QGT7""",5
"""O75110""",3
"""Q8NGJ1""",5
"""P10620""",8
"""P55075""",69
"""P20671""",60
"""Q9BX10""",4
"""P31941""",4
"""Q92504""",6
"""P06340""",3
"""P51690""",8
"""P14635""",43
"""P12110""",12
"""P32004""",9
"""O60359""",11
"""O60245""",4
"""Q14980""",6
"""P10515""",10
"""Q9NZW4""",2
"""P54710""",6
"""P35790""",6
"""P16104""",62
"""Q9UN42""",8
"""Q6UXB4""",3
"""Q9GZK4""",5
"""Q9HB20""",5
"""P13645""",2
"""Q96LW1""",3
"""Q99952""",4
"""Q9P227""",3
"""Q96NU7""",4
"""Q3KRB8""",3
"""O95072""",4
"""P62834""",39
"""P61964""",13
"""O75478""",3
"""O95258""",6
"""P48169""",5
"""Q14188""",39
"""Q92878""",31
"""P62714""",104
"""P43003""",9
"""P61163""",27
"""P50548""",4
"""Q6GTX8""",5
"""P55273""",11
"""O96008""",4
"""P46934""",17
"""Q9UK45""",6
"""Q12974""",3
"""P26374""",7
"""P38159""",4
"""Q9Y576""",7
"""P48544""",11
"""Q9Y462""",3
"""O75379""",6
"""O60563""",33
"""P01860""",11
"""Q9NPB1""",4
"""O95819""",4
"""Q9Y5S8""",4
"""Q9NP71""",6
"""P29508""",3
"""P02745""",7
"""Q9BZ23""",5
"""Q16854""",4
"""P80748""",23
"""Q6ZS27""",3
"""Q8IZT8""",5
"""Q92692""",8
"""O43143""",4
"""P13984""",52
"""P78552""",4
"""O43653""",3
"""P01563""",5
"""Q8N3I7""",4
"""Q96J84""",2
"""Q96PU5""",23
"""P30508""",7
"""Q9C0H5""",7
"""Q8TD23""",3
"""Q8NFP4""",3
"""P30498""",7
"""Q8TBZ3""",4
"""A6NCW7""",4
"""Q5H9R7""",8
"""Q96AA3""",4
"""P60006""",33
"""Q8IXK2""",4
"""P51798""",3
"""P0C869""",10
"""Q969V6""",4
"""Q13547""",61
"""Q13241""",6
"""P14598""",17
"""Q86V71""",3
"""Q14953""",3
"""Q99250""",7
"""Q5VV41""",10
"""Q01813""",4
"""P28161""",4
"""Q5JRA6""",10
"""Q99436""",9
"""P24863""",20
"""Q6ZN44""",8
"""Q9ULT8""",4
"""A5X5Y0""",3
"""Q16557""",2
"""P47893""",5
"""P47887""",5
"""P78396""",54
"""Q9Y5K5""",9
"""Q9H2A9""",6
"""Q13136""",10
"""Q8N661""",5
"""P01111""",104
"""P28062""",6
"""Q5KU26""",6
"""Q24JP5""",4
"""P48637""",5
"""Q9NQB0""",15
"""Q9BXR0""",3
"""Q15406""",4
"""O00567""",8
"""O15327""",8
"""P31431""",21
"""P58215""",4
"""P20702""",8
"""P13942""",4
"""P20036""",10
"""O43731""",11
"""Q96K83""",6
"""P10827""",4
"""O14832""",8
"""Q5VTB9""",4
"""Q96JA3""",5
"""Q99640""",9
"""Q8NI27""",9
"""Q5QGZ9""",3
"""Q86YT5""",4
"""P62330""",5
"""Q8TCZ2""",2
"""Q16134""",4
"""Q05519""",11
"""Q7Z4G4""",3
"""Q9Y252""",4
"""Q9UBF6""",7
"""Q06265""",7
"""P46109""",17
"""Q8N2I2""",3
"""Q7L945""",3
"""Q16644""",36
"""Q16836""",10
"""Q8NI36""",4
"""O14841""",5
"""P19429""",4
"""Q8NH01""",5
"""Q8NB49""",3
"""Q8NGD1""",5
"""Q8NGY5""",5
"""A6NDX5""",3
"""Q9NUV7""",4
"""Q8NGN5""",5
"""P25445""",13
"""Q8NGC5""",5
"""P04004""",11
"""Q9NTJ3""",7
"""O43749""",5
"""P32189""",4
"""Q9NVS9""",4
"""Q8N8Q8""",9
"""P22680""",11
"""P03956""",9
"""A8MVS1""",3
"""P30954""",5
"""Q8N127""",5
"""Q8TCD5""",5
"""A6NHJ4""",3
"""P30153""",116
"""Q6ZNG1""",3
"""Q2KJY2""",8
"""P08514""",29
"""Q9ULG1""",8
"""Q6ZN11""",3
"""Q9H2U2""",6
"""P34969""",8
"""Q9H9Q2""",13
"""Q9ULF5""",6
"""O75373""",3
"""P15144""",6
"""O95153""",13
"""Q9H221""",3
"""O95813""",6
"""Q6VMQ6""",3
"""Q9H902""",5
"""Q13217""",7
"""Q13873""",3
"""Q14623""",9
"""O95006""",5
"""Q70CQ3""",4
"""Q9UL26""",3
"""P24158""",10
"""P08217""",3
"""P51843""",4
"""O14544""",7
"""Q9Y4A5""",11
"""Q7Z6J8""",4
"""P36954""",60
"""Q9Y2T1""",8
"""Q9NP80""",6
"""Q9Y5I7""",4
"""Q13888""",48
"""Q96SE7""",3
"""Q8N3T1""",4
"""Q6NUS8""",4
"""P54317""",3
"""Q4VNC1""",3
"""Q6P9A2""",4
"""P10914""",2
"""Q14332""",12
"""Q8IZ26""",3
"""Q92581""",4
"""O15117""",6
"""P01593""",23
"""P13051""",8
"""O60353""",10
"""A8MXU0""",5
"""P04733""",3
"""P49848""",20
"""P22102""",4
"""O43707""",6
"""O14949""",4
"""Q86WT1""",3
"""Q8TC12""",13
"""P41968""",7
"""P17066""",7
"""Q96A72""",13
"""Q8NGX9""",5
"""Q9BVK6""",11
"""P61421""",11
"""P13747""",10
"""Q93034""",16
"""Q8NGM9""",5
"""P51687""",5
"""P33527""",10
"""Q6UX41""",3
"""P35611""",7
"""O75586""",5
"""P47881""",5
"""P34741""",29
"""P0C617""",5
"""P09467""",4
"""Q13322""",10
"""P04628""",10
"""Q96NT5""",6
"""Q96EL2""",6
"""Q6IED9""",5
"""P52292""",9
"""P54707""",3
"""Q99439""",3
"""Q14155""",17
"""Q16566""",23
"""Q13285""",4
"""Q15696""",4
"""P36537""",4
"""Q9H7R0""",3
"""P58401""",3
"""P11171""",3
"""Q9ULP9""",4
"""Q9ULC8""",4
"""P28065""",6
"""Q9Y3Q3""",11
"""Q07000""",7
"""O43251""",5
"""Q5NV65""",20
"""Q8NCS7""",8
"""Q9UPX8""",3
"""Q9UPM8""",6
"""Q92674""",19
"""Q9NQC8""",3
"""P30450""",7
"""O60566""",26
"""Q8NC06""",4
"""Q9NQ88""",5
"""Q9NPL8""",5
"""P01009""",18
"""P01857""",11
"""Q9NPA8""",3
"""P49755""",13
"""P22309""",6
"""Q02880""",5
"""Q8N3R9""",4
"""Q96J66""",2
"""Q8NH16""",5
"""Q8NGP6""",5
"""P17030""",3
"""O14907""",4
"""P50053""",4
"""P30459""",9
"""P14410""",3
"""Q2M3G0""",2
"""Q92569""",37
"""O00270""",7
"""P78549""",8
"""P25325""",4
"""Q9UHI6""",3
"""Q6IF36""",5
"""Q6UXH0""",4
"""Q9UMX2""",4
"""Q9UG01""",3
"""P17540""",4
"""Q86XT9""",6
"""Q8TBZ6""",3
"""Q99538""",6
"""Q14254""",3
"""Q8WZ94""",5
"""P17039""",3
"""P82664""",6
"""Q8IV42""",4
"""Q8IXJ9""",4
"""Q9H9S3""",11
"""Q03519""",6
"""P47989""",7
"""Q9NRX2""",6
"""O75388""",4
"""O00159""",7
"""Q14764""",3
"""P48058""",11
"""P48739""",6
"""Q8WWZ7""",3
"""Q13103""",8
"""Q8N6T7""",5
"""O75439""",5
"""Q14644""",5
"""P62899""",19
"""O76003""",2
"""O95989""",3
"""Q13093""",3
"""Q5BJF6""",16
"""Q6P587""",4
"""P49458""",3
"""Q05639""",3
"""O14559""",3
"""O15315""",12
"""P11279""",3
"""Q9NPD5""",9
"""P50443""",11
"""Q9Y4R7""",3
"""P48448""",4
"""P01764""",23
"""Q96RI1""",16
"""Q6P161""",6
"""Q5VT52""",3
"""Q00889""",2
"""Q8NHC4""",5
"""Q969X1""",3
"""P13945""",8
"""Q9NV56""",3
"""Q9GZS1""",12
"""P63151""",13
"""Q8N9F7""",5
"""P28482""",119
"""P53396""",7
"""Q13421""",5
"""P0C623""",5
"""O75643""",5
"""Q96PQ6""",3
"""P17612""",85
"""Q8TAC2""",4
"""P62306""",14
"""Q96I25""",4
"""Q9HAZ2""",3
"""Q8IW41""",13
"""P07737""",14
"""P25106""",8
"""Q9Y6H1""",2
"""Q9ULD4""",13
"""Q13316""",6
"""Q13972""",11
"""Q9Y6G5""",3
"""Q14722""",3
"""Q7L576""",12
"""Q8N6F1""",4
"""Q7RTX1""",6
"""Q14D33""",5
"""P46937""",16
"""Q8IUR6""",3
"""Q6ZMY9""",3
"""Q6ZMC9""",3
"""O60551""",15
"""Q9NQ94""",4
"""Q7KYR7""",3
"""Q9BXN1""",2
"""P10997""",7
"""P06727""",15
"""P22362""",8
"""Q92560""",8
"""Q8NBQ7""",3
"""P78540""",4
"""Q8NAN2""",5
"""Q96CS2""",16
"""Q12770""",4
"""Q03135""",16
"""Q13520""",3
"""O94886""",3
"""Q96IJ6""",6
"""Q8TEP8""",16
"""Q6P1J9""",15
"""Q99523""",5
"""Q02094""",7
"""O00291""",3
"""P51786""",3
"""P39023""",19
"""Q9HCE5""",2
"""P08727""",2
"""P13726""",3
"""Q9H5J8""",13
"""P25205""",18
"""Q9UNE7""",21
"""P48730""",25
"""P28476""",5
"""P49590""",4
"""Q13415""",21
"""Q96P48""",6
"""Q99424""",11
"""A2VDF0""",6
"""Q13409""",39
"""Q8N2A8""",9
"""Q99418""",4
"""Q08379""",17
"""Q8IV63""",30
"""P56880""",4
"""Q92903""",5
"""Q15019""",3
"""O00186""",4
"""Q03405""",9
"""Q9Y663""",5
"""Q9HAY6""",9
"""Q16539""",64
"""Q9Y5J3""",6
"""P28845""",5
"""Q9H257""",6
"""Q09FC8""",3
"""P11150""",6
"""Q6PJ21""",3
"""Q6ZNC8""",6
"""Q8WWQ8""",8
"""Q07890""",14
"""P47869""",5
"""Q99928""",5
"""O95714""",21
"""P47755""",16
"""P20309""",12
"""P01275""",17
"""Q92804""",19
"""Q29940""",7
"""Q9BZD4""",16
"""P02795""",3
"""Q9NVW2""",4
"""Q6GMR7""",4
"""A6NGU5""",6
"""P30048""",3
"""P20674""",9
"""Q5T2D2""",3
"""P14784""",16
"""Q9UKF6""",14
"""O75955""",3
"""P10809""",2
"""Q13613""",5
"""Q96IT1""",3
"""Q96Q11""",4
"""Q8TE04""",5
"""O94844""",3
"""Q9BVL2""",56
"""Q9BYC9""",6
"""Q96RY7""",6
"""P62312""",6
"""P04118""",12
"""P32969""",19
"""O95402""",5
"""P63172""",3
"""Q8TEL6""",4
"""Q9UHR5""",4
"""Q9H461""",10
"""Q9Y366""",3
"""Q9UHQ9""",7
"""Q8NGX0""",5
"""Q8NH90""",5
"""Q06187""",24
"""P14679""",3
"""Q9UGP5""",3
"""Q8WTR7""",9
"""Q96N20""",3
"""Q8N841""",3
"""Q13508""",3
"""P49683""",5
"""P36543""",11
"""Q86Y38""",6
"""Q86XR8""",16
"""P61457""",4
"""Q13477""",5
"""O00399""",11
"""Q96AT9""",3
"""P19237""",2
"""Q8NFH4""",69
"""P29622""",4
"""Q8NEZ3""",6
"""P00748""",3
"""Q9HBX9""",8
"""Q0VGL1""",15
"""Q71DI3""",60
"""Q8NA29""",5
"""O43557""",5
"""Q99996""",37
"""Q14929""",3
"""Q7RTZ2""",4
"""P23352""",7
"""Q9BZV2""",4
"""P21127""",6
"""P06733""",5
"""P50542""",5
"""Q92185""",6
"""P24071""",3
"""Q5HYJ1""",5
"""O60431""",5
"""O15263""",5
"""Q9Y570""",5
"""Q00796""",5
"""Q9Y4K0""",4
"""P01743""",23
"""Q9H1A4""",37
"""Q9H0U4""",20
"""Q9UBR2""",17
"""P35527""",2
"""Q8WW35""",3
"""Q99835""",11
"""Q01546""",2
"""O75175""",9
"""P0C1Z6""",8
"""Q9BXB5""",5
"""Q96L58""",6
"""Q01432""",7
"""Q8TEY7""",8
"""P04217""",7
"""Q6IF42""",5
"""O00462""",6
"""Q15291""",15
"""Q9UPN4""",16
"""P32927""",16
"""Q6IN84""",4
"""Q07837""",4
"""Q12836""",3
"""O94766""",6
"""Q15811""",18
"""Q6XZB0""",5
"""Q9Y3T9""",6
"""Q8WYN0""",2
"""Q9Y324""",4
"""Q96GR2""",5
"""Q96Q05""",10
"""Q16665""",20
"""O95210""",3
"""Q13576""",7
"""Q15004""",4
"""Q8NGQ2""",5
"""Q9GZR5""",5
"""Q9HC16""",6
"""P59666""",5
"""P56385""",7
"""P58005""",5
"""Q14956""",4
"""P01566""",5
"""P85299""",23
"""O43542""",9
"""O43521""",15
"""Q8N148""",5
"""P60510""",5
"""O14757""",28
"""Q9NYM4""",4
"""Q8NFP7""",3
"""P11831""",4
"""Q9NQX3""",4
"""Q9NRN7""",4
"""Q9NTM9""",3
"""Q9P0S3""",4
"""Q9Y6Q9""",8
"""Q9Y6F9""",6
"""P33991""",18
"""P20851""",4
"""Q68DY1""",3
"""O60716""",13
"""Q9P2D8""",3
"""P26440""",3
"""Q9BYX4""",13
"""O75940""",4
"""Q92794""",9
"""P04436""",10
"""Q9BS18""",4
"""Q96BV0""",3
"""Q96EK6""",6
"""P22455""",33
"""P61073""",17
"""Q9BRC7""",3
"""P37023""",3
"""P05155""",10
"""Q96DR5""",3
"""P06400""",26
"""P51864""",3
"""P45974""",6
"""P08238""",31
"""Q9H6I2""",4
"""Q9UQN3""",9
"""Q9UHF0""",8
"""O75976""",5
"""O00555""",6
"""Q7Z3J2""",3
"""Q6IF00""",5
"""O94979""",13
"""Q9Y5K8""",12
"""Q9UQM7""",33
"""Q4KMP7""",4
"""P60228""",11
"""P36969""",14
"""Q99643""",6
"""Q15910""",18
"""Q13795""",4
"""Q9UJ96""",3
"""Q9BXW9""",2
"""P61769""",18
"""Q96RP8""",3
"""Q15223""",5
"""Q15904""",8
"""Q86XQ3""",3
"""Q99808""",4
"""Q99829""",7
"""Q14353""",4
"""P55084""",14
"""Q8IYK4""",3
"""Q99502""",4
"""Q8IYU8""",3
"""Q99798""",6
"""P17024""",3
"""Q8NHQ1""",16
"""P63244""",6
"""Q15399""",16
"""Q16623""",22
"""O00264""",3
"""Q92482""",4
"""Q9Y2A7""",11
"""Q70JA7""",5
"""Q9NNX6""",6
"""Q5T7P2""",3
"""Q14914""",7
"""Q15118""",8
"""A2RUS2""",4
"""Q16659""",3
"""O43614""",8
"""P21439""",2
"""Q9NZM3""",4
"""Q15768""",4
"""P57723""",13
"""O14829""",7
"""P57057""",4
"""P30273""",10
"""Q16518""",6
"""Q9NZ52""",6
"""P78363""",8
"""P12107""",4
"""Q6UWU2""",10
"""P78357""",4
"""O14709""",3
"""P01374""",5
"""A8MX76""",2
"""Q9P1P5""",7
"""Q8N6G6""",4
"""Q00973""",4
"""Q00994""",5
"""P15924""",11
"""Q9UKY0""",3
"""Q7RTN6""",3
"""Q9H2S1""",3
"""Q9H341""",5
"""P14373""",5
"""O43323""",9
"""O75487""",16
"""P61952""",46
"""P42262""",9
"""O75352""",4
"""Q92887""",2
"""Q13202""",6
"""Q96FI4""",8
"""P24752""",7
"""P05062""",7
"""Q9NY47""",10
"""Q12962""",26
"""Q96RT1""",4
"""P50416""",7
"""O94892""",3
"""P07332""",9
"""Q9H845""",5
"""Q9UBT3""",4
"""P32246""",8
"""Q9Y450""",3
"""P35221""",15
"""O94772""",3
"""Q9H9G7""",28
"""Q9Y3I0""",3
"""P21709""",3
"""O75061""",7
"""P48547""",3
"""Q9UJX5""",37
"""O75934""",4
"""Q07021""",3
"""Q14566""",18
"""P55957""",9
"""Q99715""",6
"""Q5VYY2""",3
"""Q16842""",14
"""O00483""",9
"""Q8IZS6""",3
"""Q03692""",5
"""Q96E29""",2
"""Q15477""",7
"""Q12857""",4
"""P14778""",5
"""Q4AC94""",3
"""O60260""",11
"""Q13607""",5
"""Q9Y345""",4
"""Q9NP95""",68
"""Q9UI08""",11
"""Q9Y2H5""",5
"""Q99616""",8
"""Q9Y2R9""",6
"""Q8N3J6""",4
"""Q15025""",4
"""P49641""",10
"""P49662""",4
"""Q09327""",6
"""Q8NGH3""",5
"""Q8NH37""",5
"""Q8TCG2""",8
"""Q8NGG7""",5
"""P30486""",7
"""Q9NZT1""",3
"""P10586""",4
"""Q9NSK0""",12
"""P05452""",4
"""P22695""",4
"""P40937""",52
"""P08582""",5
"""Q5U5R9""",4
"""P15336""",40
"""P30876""",60
"""Q9UF02""",4
"""P35580""",14
"""Q9NZJ6""",4
"""Q92959""",4
"""P57771""",4
"""Q9BTM9""",3
"""P05161""",12
"""P61244""",9
"""P43080""",7
"""Q86VF5""",4
"""Q04760""",4
"""P06681""",6
"""O94991""",3
"""Q03426""",4
"""P52926""",5
"""P16410""",4
"""P60900""",6
"""Q9H944""",5
"""Q8IW35""",3
"""P35626""",8
"""O95741""",4
"""Q9UK12""",3
"""A8MUV8""",3
"""P52895""",8
"""Q14671""",5
"""Q9P209""",16
"""Q7KZ85""",5
"""O76024""",4
"""Q9H0H3""",7
"""Q99814""",14
"""O75154""",4
"""Q96DT6""",2
"""Q03936""",3
"""O75346""",3
"""Q96KP6""",4
"""P18206""",22
"""P35475""",7
"""Q8TEW6""",3
"""P42229""",23
"""Q16254""",19
"""Q14524""",7
"""Q8IZP0""",11
"""P01824""",23
"""Q9BYX7""",4
"""Q7RTW8""",3
"""Q9UJ90""",4
"""Q8TEW0""",8
"""O75469""",4
"""O43295""",7
"""Q8TF74""",8
"""Q8WUX2""",5
"""Q92542""",29
"""Q9BQB6""",4
"""Q8TE60""",6
"""Q86SF2""",4
"""Q4ZG55""",4
"""Q96C10""",3
"""P08319""",8
"""Q96PH1""",3
"""P13995""",4
"""Q9UPW6""",11
"""O43809""",11
"""P14859""",11
"""P40337""",12
"""Q12824""",8
"""P52799""",4
"""P28749""",18
"""P09038""",74
"""P41743""",12
"""Q29718""",7
"""Q14242""",2
"""O75037""",8
"""Q8TDU9""",8
"""O00273""",5
"""P17027""",3
"""Q02928""",12
"""P19438""",11
"""Q8NH10""",5
"""Q8NGP0""",5
"""P08709""",9
"""O00459""",66
"""P08684""",12
"""Q8NGE0""",5
"""Q8NGZ4""",5
"""Q06643""",4
"""P46597""",4
"""P78543""",6
"""O95983""",20
"""O43623""",5
"""Q2Q1W2""",4
"""P49758""",8
"""Q14116""",6
"""Q9NYU1""",6
"""Q8NH19""",5
"""Q8NGP9""",5
"""Q9NYJ1""",2
"""Q15849""",3
"""O15392""",19
"""P05362""",5
"""Q8NGE9""",5
"""Q9HAW8""",4
"""O14718""",7
"""Q8NFY9""",7
"""P39748""",29
"""O60938""",5
"""Q92932""",3
"""Q9NQT4""",7
