Type,Sample,Size,ms,Repetition
PEPTIDES,36,100000,24633.062,4
PEPTIDES,36,100000,24632.680,5
PEPTIDES,36,120000,25613.673,1
PEPTIDES,36,120000,25054.418,2
PEPTIDES,36,120000,24942.679,3
PEPTIDES,36,120000,25079.968,4
PEPTIDES,36,120000,25017.835,5
PEPTIDES,36,140000,25526.918,1
PEPTIDES,36,140000,25506.723,2
PEPTIDES,36,140000,26111.549,3
PEPTIDES,36,140000,25679.646,4
PEPTIDES,36,140000,25412.967,5
PEPTIDES,36,160000,25821.117,1
PEPTIDES,36,160000,25896.681,2
PEPTIDES,36,160000,25979.329,3
PEPTIDES,36,160000,25775.100,4
PEPTIDES,36,160000,26381.012,5
PEPTIDES,36,180000,26102.371,1
PEPTIDES,36,180000,26017.819,2
PEPTIDES,36,180000,26157.206,3
PEPTIDES,36,180000,26222.226,4
PEPTIDES,36,180000,26064.348,5
PEPTIDES,36,200000,26653.353,1
PEPTIDES,36,200000,26396.750,2
PEPTIDES,36,200000,26353.946,3
PEPTIDES,36,200000,26638.206,4
PEPTIDES,36,200000,26670.882,5
PEPTIDES,37,1,23238.782,1
PEPTIDES,37,1,22799.270,2
PEPTIDES,37,1,22834.205,3
PEPTIDES,37,1,23012.761,4
PEPTIDES,37,1,22905.936,5
PEPTIDES,37,20000,23211.306,1
PEPTIDES,37,20000,23417.892,2
PEPTIDES,37,20000,23114.502,3
PEPTIDES,37,20000,23629.796,4
PEPTIDES,37,20000,23127.229,5
PEPTIDES,37,40000,23518.044,1
PEPTIDES,37,40000,23547.856,2
PEPTIDES,37,40000,23641.313,3
PEPTIDES,37,40000,23712.990,4
PEPTIDES,37,40000,24229.807,5
PEPTIDES,37,60000,23864.205,1
PEPTIDES,37,60000,23992.219,2
PEPTIDES,37,60000,23978.555,3
PEPTIDES,37,60000,23979.154,4
PEPTIDES,37,60000,24330.193,5
PEPTIDES,37,80000,24233.863,1
PEPTIDES,37,80000,24195.979,2
PEPTIDES,37,80000,24151.991,3
PEPTIDES,37,80000,24354.665,4
PEPTIDES,37,80000,24861.467,5
PEPTIDES,37,100000,24717.879,1
PEPTIDES,37,100000,24720.679,2
PEPTIDES,37,100000,24568.842,3
PEPTIDES,37,100000,24576.791,4
PEPTIDES,37,100000,25199.393,5
PEPTIDES,37,120000,24961.272,1
PEPTIDES,37,120000,24963.096,2
PEPTIDES,37,120000,25074.234,3
PEPTIDES,37,120000,25549.751,4
PEPTIDES,37,120000,24976.119,5
PEPTIDES,37,140000,25545.060,1
PEPTIDES,37,140000,25467.176,2
PEPTIDES,37,140000,25691.152,3
PEPTIDES,37,140000,25417.446,4
PEPTIDES,37,140000,26077.901,5
PEPTIDES,37,160000,25835.991,1
PEPTIDES,37,160000,25846.868,2
PEPTIDES,37,160000,25814.067,3
PEPTIDES,37,160000,25879.260,4
PEPTIDES,37,160000,26256.938,5
PEPTIDES,37,180000,26198.440,1
PEPTIDES,37,180000,26086.832,2
PEPTIDES,37,180000,26061.244,3
PEPTIDES,37,180000,26028.348,4
PEPTIDES,37,180000,26622.592,5
PEPTIDES,37,200000,26426.745,1
PEPTIDES,37,200000,26611.841,2
PEPTIDES,37,200000,26379.867,3
PEPTIDES,37,200000,27017.560,4
PEPTIDES,37,200000,26456.370,5
PEPTIDES,38,1,22828.973,1
PEPTIDES,38,1,22896.906,2
PEPTIDES,38,1,22655.299,3
PEPTIDES,38,1,23381.256,4
PEPTIDES,38,1,22688.386,5
PEPTIDES,38,20000,23142.885,1
PEPTIDES,38,20000,23174.677,2
PEPTIDES,38,20000,23323.004,3
PEPTIDES,38,20000,23345.396,4
PEPTIDES,38,20000,23313.401,5
PEPTIDES,38,40000,23640.533,1
PEPTIDES,38,40000,23579.639,2
PEPTIDES,38,40000,23784.711,3
PEPTIDES,38,40000,23548.011,4
PEPTIDES,38,40000,23459.653,5
PEPTIDES,38,60000,23825.151,1
PEPTIDES,38,60000,23808.135,2
PEPTIDES,38,60000,23979.958,3
PEPTIDES,38,60000,24004.857,4
PEPTIDES,38,60000,24252.384,5
PEPTIDES,38,80000,24757.255,1
PEPTIDES,38,80000,24101.209,2
PEPTIDES,38,80000,24121.919,3
PEPTIDES,38,80000,24280.986,4
PEPTIDES,38,80000,24279.119,5
PEPTIDES,38,100000,25159.229,1
PEPTIDES,38,100000,24821.636,2
PEPTIDES,38,100000,24740.956,3
PEPTIDES,38,100000,24538.771,4
PEPTIDES,38,100000,24536.601,5
PEPTIDES,38,120000,25716.809,1
PEPTIDES,38,120000,24996.941,2
PEPTIDES,38,120000,24950.950,3
PEPTIDES,38,120000,25083.844,4
PEPTIDES,38,120000,25177.012,5
PEPTIDES,38,140000,25573.405,1
PEPTIDES,38,140000,25948.849,2
PEPTIDES,38,140000,25406.598,3
PEPTIDES,38,140000,25475.708,4
PEPTIDES,38,140000,25483.261,5
PEPTIDES,38,160000,25835.642,1
PEPTIDES,38,160000,26459.760,2
PEPTIDES,38,160000,25977.347,3
PEPTIDES,38,160000,25735.702,4
PEPTIDES,38,160000,25921.378,5
PEPTIDES,38,180000,26040.847,1
PEPTIDES,38,180000,26194.592,2
PEPTIDES,38,180000,26147.919,3
PEPTIDES,38,180000,26614.080,4
PEPTIDES,38,180000,26370.846,5
PEPTIDES,38,200000,26650.956,1
PEPTIDES,38,200000,26788.862,2
PEPTIDES,38,200000,27117.639,3
PEPTIDES,38,200000,26373.539,4
PEPTIDES,38,200000,26327.064,5
PEPTIDES,39,1,23193.923,1
PEPTIDES,39,1,22665.367,2
PEPTIDES,39,1,23318.341,3
PEPTIDES,39,1,22807.512,4
PEPTIDES,39,1,22834.544,5
PEPTIDES,39,20000,23145.771,1
PEPTIDES,39,20000,23031.409,2
PEPTIDES,39,20000,23685.107,3
PEPTIDES,39,20000,23033.560,4
PEPTIDES,39,20000,23194.670,5
PEPTIDES,39,40000,23615.295,1
PEPTIDES,39,40000,23596.543,2
PEPTIDES,39,40000,23851.246,3
PEPTIDES,39,40000,23436.436,4
PEPTIDES,39,40000,24053.780,5
PEPTIDES,39,60000,24034.435,1
PEPTIDES,39,60000,24102.383,2
PEPTIDES,39,60000,24020.781,3
PEPTIDES,39,60000,24218.345,4
PEPTIDES,39,60000,24489.928,5
PEPTIDES,39,80000,24357.917,1
PEPTIDES,39,80000,24393.536,2
PEPTIDES,39,80000,24296.634,3
PEPTIDES,39,80000,24303.685,4
PEPTIDES,39,80000,24954.946,5
PEPTIDES,39,100000,24549.056,1
PEPTIDES,39,100000,24611.289,2
PEPTIDES,39,100000,24570.857,3
PEPTIDES,39,100000,24680.737,4
PEPTIDES,39,100000,25315.091,5
PEPTIDES,39,120000,24875.899,1
PEPTIDES,39,120000,24989.332,2
PEPTIDES,39,120000,25197.623,3
PEPTIDES,39,120000,25186.486,4
PEPTIDES,39,120000,25641.141,5
PEPTIDES,39,140000,25441.701,1
PEPTIDES,39,140000,25380.260,2
PEPTIDES,39,140000,25203.244,3
PEPTIDES,39,140000,25283.648,4
PEPTIDES,39,140000,25268.612,5
PEPTIDES,39,160000,26148.440,1
PEPTIDES,39,160000,25609.704,2
PEPTIDES,39,160000,25668.481,3
PEPTIDES,39,160000,25615.125,4
PEPTIDES,39,160000,25770.321,5
PEPTIDES,39,180000,26531.460,1
PEPTIDES,39,180000,26135.750,2
PEPTIDES,39,180000,26154.958,3
PEPTIDES,39,180000,26226.250,4
PEPTIDES,39,180000,26179.563,5
PEPTIDES,39,200000,26504.567,1
PEPTIDES,39,200000,26587.903,2
PEPTIDES,39,200000,26392.866,3
PEPTIDES,39,200000,26462.110,4
PEPTIDES,39,200000,27267.482,5
PEPTIDES,40,1,22863.859,1
PEPTIDES,40,1,22841.797,2
PEPTIDES,40,1,22794.356,3
PEPTIDES,40,1,22734.609,4
PEPTIDES,40,1,22767.725,5
PEPTIDES,40,20000,23222.329,1
PEPTIDES,40,20000,23687.781,2
PEPTIDES,40,20000,23197.967,3
PEPTIDES,40,20000,23209.843,4
PEPTIDES,40,20000,23098.673,5
PEPTIDES,40,40000,23421.873,1
PEPTIDES,40,40000,23429.464,2
PEPTIDES,40,40000,24071.859,3
PEPTIDES,40,40000,23525.797,4
PEPTIDES,40,40000,23498.016,5
PEPTIDES,40,60000,23960.541,1
PEPTIDES,40,60000,24387.788,2
PEPTIDES,40,60000,23899.297,3
PEPTIDES,40,60000,23898.742,4
PEPTIDES,40,60000,23959.195,5
PEPTIDES,40,80000,24813.819,1
PEPTIDES,40,80000,24171.069,2
PEPTIDES,40,80000,24224.473,3
PEPTIDES,40,80000,24110.949,4
PEPTIDES,40,80000,24372.239,5
PEPTIDES,40,100000,24516.956,1
PEPTIDES,40,100000,25267.776,2
PEPTIDES,40,100000,24667.520,3
PEPTIDES,40,100000,24605.029,4
PEPTIDES,40,100000,24625.442,5
PEPTIDES,40,120000,25079.698,1
PEPTIDES,40,120000,25125.672,2
PEPTIDES,40,120000,25517.739,3
PEPTIDES,40,120000,25063.953,4
PEPTIDES,40,120000,25067.144,5
PEPTIDES,40,140000,25433.010,1
PEPTIDES,40,140000,26176.151,2
PEPTIDES,40,140000,25362.330,3
PEPTIDES,40,140000,25183.404,4
PEPTIDES,40,140000,25221.234,5
PEPTIDES,40,160000,25890.913,1
PEPTIDES,40,160000,26427.532,2
PEPTIDES,40,160000,25628.172,3
PEPTIDES,40,160000,25681.700,4
PEPTIDES,40,160000,25637.817,5
PEPTIDES,40,180000,26719.141,1
PEPTIDES,40,180000,26177.026,2
PEPTIDES,40,180000,26136.738,3
PEPTIDES,40,180000,26079.685,4
PEPTIDES,40,180000,26163.376,5
PEPTIDES,40,200000,26549.640,1
PEPTIDES,40,200000,26940.893,2
PEPTIDES,40,200000,26332.976,3
PEPTIDES,40,200000,26420.085,4
PEPTIDES,40,200000,26370.308,5
PEPTIDES,41,1,24503.139,1
PEPTIDES,41,1,22664.426,2
PEPTIDES,41,1,22903.999,3
PEPTIDES,41,1,22870.550,4
PEPTIDES,41,1,22835.891,5
PEPTIDES,41,20000,23217.183,1
PEPTIDES,41,20000,23200.744,2
PEPTIDES,41,20000,23128.322,3
PEPTIDES,41,20000,23058.856,4
PEPTIDES,41,20000,23036.110,5
PEPTIDES,41,40000,23462.846,1
PEPTIDES,41,40000,23902.820,2
PEPTIDES,41,40000,23401.576,3
PEPTIDES,41,40000,23479.778,4
PEPTIDES,41,40000,23567.712,5
PEPTIDES,41,60000,23802.458,1
PEPTIDES,41,60000,24356.457,2
PEPTIDES,41,60000,23849.927,3
PEPTIDES,41,60000,23957.554,4
PEPTIDES,41,60000,23972.000,5
PEPTIDES,41,80000,24294.902,1
PEPTIDES,41,80000,24231.696,2
PEPTIDES,41,80000,24375.031,3
PEPTIDES,41,80000,24344.775,4
PEPTIDES,41,80000,24284.792,5
PEPTIDES,41,100000,24601.024,1
PEPTIDES,41,100000,24812.474,2
PEPTIDES,41,100000,24669.463,3
PEPTIDES,41,100000,24516.162,4
PEPTIDES,41,100000,24636.010,5
PEPTIDES,41,120000,25019.870,1
PEPTIDES,41,120000,24932.712,2
PEPTIDES,41,120000,25035.832,3
PEPTIDES,41,120000,25072.009,4
PEPTIDES,41,120000,25088.730,5
PEPTIDES,41,140000,26012.870,1
PEPTIDES,41,140000,25269.099,2
PEPTIDES,41,140000,25328.913,3
PEPTIDES,41,140000,25431.343,4
PEPTIDES,41,140000,25258.208,5
PEPTIDES,41,160000,25642.574,1
PEPTIDES,41,160000,26176.146,2
PEPTIDES,41,160000,25662.370,3
PEPTIDES,41,160000,25701.883,4
PEPTIDES,41,160000,25661.747,5
PEPTIDES,41,180000,26062.278,1
PEPTIDES,41,180000,26739.897,2
PEPTIDES,41,180000,25967.839,3
PEPTIDES,41,180000,25907.285,4
PEPTIDES,41,180000,26085.349,5
PEPTIDES,41,200000,26533.097,1
PEPTIDES,41,200000,27078.759,2
PEPTIDES,41,200000,26388.709,3
PEPTIDES,41,200000,26414.157,4
PEPTIDES,41,200000,26388.670,5
PEPTIDES,42,1,22822.479,1
PEPTIDES,42,1,23177.773,2
PEPTIDES,42,1,22831.526,3
PEPTIDES,42,1,22841.100,4
PEPTIDES,42,1,22872.307,5
PEPTIDES,42,20000,23215.734,1
PEPTIDES,42,20000,23270.000,2
PEPTIDES,42,20000,23272.332,3
PEPTIDES,42,20000,23607.964,4
PEPTIDES,42,20000,23055.708,5
PEPTIDES,42,40000,23836.934,1
PEPTIDES,42,40000,23768.462,2
PEPTIDES,42,40000,23660.166,3
PEPTIDES,42,40000,23491.083,4
PEPTIDES,42,40000,23521.285,5
PEPTIDES,42,60000,23921.923,1
PEPTIDES,42,60000,23846.578,2
PEPTIDES,42,60000,23982.123,3
PEPTIDES,42,60000,23889.399,4
PEPTIDES,42,60000,23899.319,5
PEPTIDES,42,80000,24582.403,1
PEPTIDES,42,80000,24194.973,2
PEPTIDES,42,80000,24161.537,3
PEPTIDES,42,80000,24255.724,4
PEPTIDES,42,80000,24324.317,5
PEPTIDES,42,100000,24667.352,1
PEPTIDES,42,100000,24771.962,2
PEPTIDES,42,100000,24705.717,3
PEPTIDES,42,100000,25210.013,4
PEPTIDES,42,100000,24726.620,5
PEPTIDES,42,120000,25054.977,1
PEPTIDES,42,120000,25054.734,2
PEPTIDES,42,120000,25063.520,3
PEPTIDES,42,120000,25011.599,4
PEPTIDES,42,120000,25462.639,5
PEPTIDES,42,140000,25749.857,1
PEPTIDES,42,140000,25270.700,2
PEPTIDES,42,140000,25508.135,3
PEPTIDES,42,140000,25472.330,4
PEPTIDES,42,140000,25449.036,5
PEPTIDES,42,160000,25619.012,1
PEPTIDES,42,160000,25950.164,2
PEPTIDES,42,160000,25799.944,3
PEPTIDES,42,160000,25801.661,4
PEPTIDES,42,160000,26337.583,5
PEPTIDES,42,180000,25967.421,1
PEPTIDES,42,180000,25984.485,2
PEPTIDES,42,180000,26142.602,3
PEPTIDES,42,180000,26626.204,4
PEPTIDES,42,180000,26043.711,5
PEPTIDES,42,200000,26525.229,1
PEPTIDES,42,200000,26668.153,2
PEPTIDES,42,200000,26461.934,3
PEPTIDES,42,200000,26924.021,4
PEPTIDES,42,200000,26381.160,5
PEPTIDES,43,1,22736.819,1
PEPTIDES,43,1,22742.603,2
PEPTIDES,43,1,22816.376,3
PEPTIDES,43,1,22802.859,4
PEPTIDES,43,1,23278.339,5
PEPTIDES,43,20000,23246.831,1
PEPTIDES,43,20000,23580.029,2
PEPTIDES,43,20000,23340.534,3
PEPTIDES,43,20000,23192.189,4
PEPTIDES,43,20000,23193.314,5
PEPTIDES,43,40000,23801.903,1
PEPTIDES,43,40000,23421.908,2
PEPTIDES,43,40000,24074.537,3
PEPTIDES,43,40000,23566.964,4
PEPTIDES,43,40000,23679.303,5
PEPTIDES,43,60000,23986.895,1
PEPTIDES,43,60000,24067.755,2
PEPTIDES,43,60000,24538.811,3
PEPTIDES,43,60000,23832.090,4
PEPTIDES,43,60000,23977.465,5
PEPTIDES,43,80000,24287.842,1
PEPTIDES,43,80000,24291.841,2
PEPTIDES,43,80000,24881.208,3
PEPTIDES,43,80000,24262.267,4
PEPTIDES,43,80000,24247.759,5
PEPTIDES,43,100000,24507.412,1
PEPTIDES,43,100000,25091.416,2
PEPTIDES,43,100000,24555.408,3
PEPTIDES,43,100000,24649.237,4
PEPTIDES,43,100000,24522.635,5
PEPTIDES,43,120000,25065.991,1
PEPTIDES,43,120000,25431.640,2
PEPTIDES,43,120000,24957.348,3
PEPTIDES,43,120000,25035.131,4
PEPTIDES,43,120000,25066.916,5
PEPTIDES,43,140000,25277.274,1
PEPTIDES,43,140000,25292.642,2
PEPTIDES,43,140000,26034.335,3
PEPTIDES,43,140000,25429.544,4
PEPTIDES,43,140000,25472.605,5
PEPTIDES,43,160000,25992.139,1
PEPTIDES,43,160000,25771.786,2
PEPTIDES,43,160000,26212.509,3
PEPTIDES,43,160000,25712.220,4
PEPTIDES,43,160000,25752.310,5
PEPTIDES,43,180000,26233.796,1
PEPTIDES,43,180000,26887.103,2
PEPTIDES,43,180000,26027.736,3
PEPTIDES,43,180000,26213.317,4
PEPTIDES,43,180000,26050.002,5
PEPTIDES,43,200000,26540.198,1
PEPTIDES,43,200000,27141.466,2
PEPTIDES,43,200000,26536.206,3
PEPTIDES,43,200000,26552.575,4
PEPTIDES,43,200000,26389.416,5
PEPTIDES,44,1,22834.164,1
PEPTIDES,44,1,23324.596,2
PEPTIDES,44,1,23010.519,3
PEPTIDES,44,1,22809.307,4
PEPTIDES,44,1,22915.863,5
PEPTIDES,44,20000,23227.233,1
PEPTIDES,44,20000,23147.550,2
PEPTIDES,44,20000,23677.762,3
PEPTIDES,44,20000,23127.215,4
PEPTIDES,44,20000,23135.319,5
PEPTIDES,44,40000,23414.523,1
PEPTIDES,44,40000,23562.933,2
PEPTIDES,44,40000,23447.586,3
PEPTIDES,44,40000,23958.257,4
PEPTIDES,44,40000,23404.546,5
PEPTIDES,44,60000,23769.303,1
PEPTIDES,44,60000,23969.434,2
PEPTIDES,44,60000,24359.568,3
PEPTIDES,44,60000,23823.962,4
PEPTIDES,44,60000,23899.497,5
PEPTIDES,44,80000,24332.566,1
PEPTIDES,44,80000,24399.003,2
PEPTIDES,44,80000,24937.918,3
PEPTIDES,44,80000,24265.523,4
PEPTIDES,44,80000,24267.105,5
PEPTIDES,44,100000,24701.907,1
PEPTIDES,44,100000,24505.999,2
PEPTIDES,44,100000,25162.929,3
PEPTIDES,44,100000,24743.328,4
PEPTIDES,44,100000,24732.924,5
PEPTIDES,44,120000,25000.822,1
PEPTIDES,44,120000,25093.380,2
PEPTIDES,44,120000,25475.078,3
PEPTIDES,44,120000,24981.331,4
PEPTIDES,44,120000,25042.507,5
PEPTIDES,44,140000,25239.115,1
PEPTIDES,44,140000,25387.365,2
PEPTIDES,44,140000,25932.686,3
PEPTIDES,44,140000,25424.457,4
PEPTIDES,44,140000,25285.333,5
PEPTIDES,44,160000,25742.832,1
PEPTIDES,44,160000,25774.525,2
PEPTIDES,44,160000,25723.448,3
PEPTIDES,44,160000,26376.176,4
PEPTIDES,44,160000,25748.271,5
PEPTIDES,44,180000,26099.723,1
PEPTIDES,44,180000,26339.403,2
PEPTIDES,44,180000,26232.262,3
PEPTIDES,44,180000,26602.793,4
PEPTIDES,44,180000,26284.567,5
PEPTIDES,44,200000,26524.680,1
PEPTIDES,44,200000,26541.721,2
PEPTIDES,44,200000,26799.462,3
PEPTIDES,44,200000,27110.717,4
PEPTIDES,44,200000,26590.852,5
PEPTIDES,45,1,22832.420,1
PEPTIDES,45,1,22863.255,2
PEPTIDES,45,1,22992.432,3
PEPTIDES,45,1,22814.484,4
PEPTIDES,45,1,23345.574,5
PEPTIDES,45,20000,23290.585,1
PEPTIDES,45,20000,23221.103,2
PEPTIDES,45,20000,23235.442,3
PEPTIDES,45,20000,23447.210,4
PEPTIDES,45,20000,23183.890,5
PEPTIDES,45,40000,23588.567,1
PEPTIDES,45,40000,23612.625,2
PEPTIDES,45,40000,24136.107,3
PEPTIDES,45,40000,23546.239,4
PEPTIDES,45,40000,23658.231,5
PEPTIDES,45,60000,23930.202,1
PEPTIDES,45,60000,23954.463,2
PEPTIDES,45,60000,24724.609,3
PEPTIDES,45,60000,23858.780,4
PEPTIDES,45,60000,23859.660,5
PEPTIDES,45,80000,24402.389,1
PEPTIDES,45,80000,24294.372,2
PEPTIDES,45,80000,24888.408,3
PEPTIDES,45,80000,24358.992,4
PEPTIDES,45,80000,24344.648,5
PEPTIDES,45,100000,24868.004,1
PEPTIDES,45,100000,24864.685,2
PEPTIDES,45,100000,24677.235,3
PEPTIDES,45,100000,24859.193,4
PEPTIDES,45,100000,25250.920,5
PEPTIDES,45,120000,24999.534,1
PEPTIDES,45,120000,25120.684,2
PEPTIDES,45,120000,25144.949,3
PEPTIDES,45,120000,25047.306,4
PEPTIDES,45,120000,25106.493,5
PEPTIDES,45,140000,25328.330,1
PEPTIDES,45,140000,25465.696,2
PEPTIDES,45,140000,25317.419,3
PEPTIDES,45,140000,25272.915,4
PEPTIDES,45,140000,25299.668,5
PEPTIDES,45,160000,25671.880,1
PEPTIDES,45,160000,26421.749,2
PEPTIDES,45,160000,25755.791,3
PEPTIDES,45,160000,25636.999,4
PEPTIDES,45,160000,25760.858,5
PEPTIDES,45,180000,26690.256,1
PEPTIDES,45,180000,26057.522,2
PEPTIDES,45,180000,26200.040,3
PEPTIDES,45,180000,26208.314,4
PEPTIDES,45,180000,26131.749,5
PEPTIDES,45,200000,27200.445,1
PEPTIDES,45,200000,26511.156,2
PEPTIDES,45,200000,26381.058,3
PEPTIDES,45,200000,26363.265,4
PEPTIDES,45,200000,26408.146,5
PEPTIDES,46,1,23329.391,1
PEPTIDES,46,1,22740.107,2
PEPTIDES,46,1,22942.531,3
PEPTIDES,46,1,22827.158,4
PEPTIDES,46,1,22717.633,5
PEPTIDES,46,20000,23257.676,1
PEPTIDES,46,20000,23684.438,2
PEPTIDES,46,20000,23156.669,3
PEPTIDES,46,20000,23154.068,4
PEPTIDES,46,20000,23180.966,5
PEPTIDES,46,40000,23564.443,1
PEPTIDES,46,40000,23441.562,2
PEPTIDES,46,40000,23594.513,3
PEPTIDES,46,40000,24102.398,4
PEPTIDES,46,40000,23634.388,5
PEPTIDES,46,60000,24147.680,1
PEPTIDES,46,60000,23978.616,2
PEPTIDES,46,60000,23945.064,3
PEPTIDES,46,60000,24006.140,4
PEPTIDES,46,60000,24636.924,5
PEPTIDES,46,80000,24254.475,1
PEPTIDES,46,80000,24163.030,2
PEPTIDES,46,80000,24261.727,3
PEPTIDES,46,80000,24426.328,4
PEPTIDES,46,80000,24369.454,5
PEPTIDES,46,100000,24636.597,1
PEPTIDES,46,100000,24616.127,2
PEPTIDES,46,100000,24774.048,3
PEPTIDES,46,100000,24747.568,4
PEPTIDES,46,100000,24646.866,5
PEPTIDES,46,120000,24969.816,1
PEPTIDES,46,120000,24981.487,2
PEPTIDES,46,120000,25116.869,3
PEPTIDES,46,120000,25080.458,4
PEPTIDES,46,120000,25202.892,5
PEPTIDES,46,140000,25432.915,1
PEPTIDES,46,140000,25257.167,2
PEPTIDES,46,140000,25360.159,3
PEPTIDES,46,140000,25407.010,4
PEPTIDES,46,140000,25442.881,5
PEPTIDES,46,160000,26182.096,1
PEPTIDES,46,160000,25753.825,2
PEPTIDES,46,160000,25686.138,3
PEPTIDES,46,160000,25680.214,4
PEPTIDES,46,160000,25756.998,5
PEPTIDES,46,180000,26637.578,1
PEPTIDES,46,180000,26087.595,2
PEPTIDES,46,180000,26136.473,3
PEPTIDES,46,180000,26252.332,4
PEPTIDES,46,180000,26114.379,5
PEPTIDES,46,200000,26380.966,1
PEPTIDES,46,200000,27069.295,2
PEPTIDES,46,200000,26524.309,3
PEPTIDES,46,200000,26568.995,4
PEPTIDES,46,200000,26537.657,5
PEPTIDES,47,1,23423.607,1
PEPTIDES,47,1,22919.156,2
PEPTIDES,47,1,23121.477,3
PEPTIDES,47,1,22805.584,4
PEPTIDES,47,1,22670.293,5
PEPTIDES,47,20000,23306.129,1
PEPTIDES,47,20000,23759.045,2
PEPTIDES,47,20000,23121.519,3
PEPTIDES,47,20000,23115.508,4
PEPTIDES,47,20000,23434.646,5
PEPTIDES,47,40000,23604.522,1
PEPTIDES,47,40000,23573.026,2
PEPTIDES,47,40000,23968.321,3
PEPTIDES,47,40000,23528.575,4
PEPTIDES,47,40000,23510.485,5
PEPTIDES,47,60000,24115.271,1
PEPTIDES,47,60000,23960.202,2
PEPTIDES,47,60000,23965.129,3
PEPTIDES,47,60000,24026.068,4
PEPTIDES,47,60000,24357.097,5
PEPTIDES,47,80000,24331.827,1
PEPTIDES,47,80000,24290.446,2
PEPTIDES,47,80000,24258.672,3
PEPTIDES,47,80000,24419.142,4
PEPTIDES,47,80000,24900.862,5
PEPTIDES,47,100000,24646.029,1
PEPTIDES,47,100000,24534.970,2
PEPTIDES,47,100000,24693.308,3
PEPTIDES,47,100000,24665.876,4
PEPTIDES,47,100000,24663.358,5
PEPTIDES,47,120000,25118.779,1
PEPTIDES,47,120000,25117.478,2
PEPTIDES,47,120000,25150.514,3
PEPTIDES,47,120000,25411.221,4
PEPTIDES,47,120000,25032.667,5
PEPTIDES,47,140000,26028.832,1
PEPTIDES,47,140000,26318.831,2
PEPTIDES,47,140000,25370.084,3
PEPTIDES,47,140000,25686.939,4
PEPTIDES,47,140000,25622.148,5
PEPTIDES,47,160000,26502.146,1
PEPTIDES,47,160000,26058.741,2
PEPTIDES,47,160000,25813.731,3
PEPTIDES,47,160000,25796.787,4
PEPTIDES,47,160000,25730.315,5
PEPTIDES,47,180000,26676.807,1
PEPTIDES,47,180000,26031.672,2
PEPTIDES,47,180000,26023.623,3
PEPTIDES,47,180000,26234.272,4
PEPTIDES,47,180000,26061.296,5
PEPTIDES,47,200000,27109.412,1
PEPTIDES,47,200000,26462.543,2
PEPTIDES,47,200000,26578.780,3
PEPTIDES,47,200000,26521.311,4
PEPTIDES,47,200000,26527.816,5
PEPTIDES,48,1,23634.571,1
PEPTIDES,48,1,22716.808,2
PEPTIDES,48,1,22873.044,3
PEPTIDES,48,1,22885.348,4
PEPTIDES,48,1,22880.665,5
PEPTIDES,48,20000,23589.083,1
PEPTIDES,48,20000,23083.735,2
PEPTIDES,48,20000,23038.332,3
PEPTIDES,48,20000,23376.035,4
PEPTIDES,48,20000,23082.527,5
PEPTIDES,48,40000,24000.920,1
PEPTIDES,48,40000,23658.915,2
PEPTIDES,48,40000,23677.070,3
PEPTIDES,48,40000,23669.398,4
PEPTIDES,48,40000,23889.822,5
PEPTIDES,48,60000,24011.025,1
PEPTIDES,48,60000,24618.322,2
PEPTIDES,48,60000,24038.557,3
PEPTIDES,48,60000,23927.013,4
PEPTIDES,48,60000,23861.965,5
PEPTIDES,48,80000,24445.535,1
PEPTIDES,48,80000,24995.499,2
PEPTIDES,48,80000,24282.944,3
PEPTIDES,48,80000,24253.960,4
PEPTIDES,48,80000,24367.775,5
PEPTIDES,48,100000,24753.689,1
PEPTIDES,48,100000,24743.876,2
PEPTIDES,48,100000,25222.483,3
PEPTIDES,48,100000,24634.787,4
PEPTIDES,48,100000,24535.522,5
PEPTIDES,48,120000,24885.998,1
PEPTIDES,48,120000,24950.233,2
PEPTIDES,48,120000,24986.735,3
PEPTIDES,48,120000,25720.943,4
PEPTIDES,48,120000,24929.886,5
PEPTIDES,48,140000,25240.041,1
PEPTIDES,48,140000,25353.140,2
PEPTIDES,48,140000,25428.356,3
PEPTIDES,48,140000,26019.927,4
PEPTIDES,48,140000,25208.614,5
PEPTIDES,48,160000,25658.244,1
PEPTIDES,48,160000,25672.949,2
PEPTIDES,48,160000,26239.387,3
PEPTIDES,48,160000,25670.100,4
PEPTIDES,48,160000,25569.519,5
PEPTIDES,48,180000,26087.893,1
PEPTIDES,48,180000,26021.520,2
PEPTIDES,48,180000,26729.135,3
PEPTIDES,48,180000,26813.709,4
PEPTIDES,48,180000,26454.972,5
PEPTIDES,48,200000,26800.174,1
PEPTIDES,48,200000,26840.221,2
PEPTIDES,48,200000,27483.250,3
PEPTIDES,48,200000,26835.471,4
PEPTIDES,48,200000,26977.790,5
PEPTIDES,49,1,23098.509,1
PEPTIDES,49,1,23042.664,2
PEPTIDES,49,1,23485.759,3
PEPTIDES,49,1,23068.588,4
PEPTIDES,49,1,23011.050,5
PEPTIDES,49,20000,23486.450,1
PEPTIDES,49,20000,23534.371,2
PEPTIDES,49,20000,23516.809,3
PEPTIDES,49,20000,23983.298,4
PEPTIDES,49,20000,23560.966,5
PEPTIDES,49,40000,23661.085,1
PEPTIDES,49,40000,23600.738,2
PEPTIDES,49,40000,23537.821,3
PEPTIDES,49,40000,24102.401,4
PEPTIDES,49,40000,23545.333,5
