"""protein""","""reactionCount"""
"""Q8N5B7""",1
"""Q9NP92""",12
"""Q9Y2S2""",1
"""Q68DI1""",1
"""Q4ADV7""",5
"""O43278""",3
"""O43164""",3
"""Q9C0I1""",3
"""Q5FVE4""",1
"""Q96DX5""",8
"""Q13043""",6
"""Q685J3""",14
"""Q8TED0""",1
"""P30483""",16
"""P20618""",6
"""P01584""",15
"""Q9UNQ0""",2
"""Q5HYA8""",3
"""O60344""",1
"""Q9UGJ0""",20
"""Q0PNE2""",1
"""Q9UNF0""",10
"""Q9Y291""",12
"""P35914""",3
"""Q9BVH7""",1
"""Q86XL3""",2
"""P23769""",2
"""P51168""",2
"""P60033""",2
"""Q96BD8""",13
"""P23634""",4
"""O95342""",1
"""P54803""",1
"""Q99748""",16
"""Q96QG7""",6
"""Q8IXM3""",10
"""O95528""",1
"""Q7Z7B1""",1
"""Q15022""",8
"""P57081""",1
"""Q969M7""",7
"""Q14974""",16
"""Q9NS00""",1
"""Q8WYQ3""",1
"""P98161""",7
"""Q7L4E1""",1
"""Q9P1U0""",12
"""Q08397""",3
"""Q14833""",4
"""P18509""",5
"""P68402""",3
"""O95237""",3
"""Q8NGH9""",1
"""Q9NS15""",2
"""Q8N6M6""",1
"""P00568""",4
"""O60683""",8
"""O60662""",6
"""P02652""",15
"""Q9P0J1""",1
"""O15488""",12
"""O60542""",16
"""P21754""",1
"""O43242""",6
"""Q9BYZ2""",1
"""Q9BYD2""",10
"""Q96KS0""",3
"""Q496F6""",2
"""O43752""",4
"""O15197""",13
"""Q9UL59""",1
"""Q9UBL6""",1
"""Q9UI32""",1
"""Q9Y2X0""",4
"""Q9Y3C4""",1
"""Q76L83""",2
"""Q99661""",17
"""P18827""",32
"""P36873""",19
"""P43627""",1
"""P35326""",4
"""P60896""",4
"""P06241""",127
"""Q15121""",1
"""P31997""",5
"""P82094""",2
"""Q8IXI1""",5
"""P07947""",40
"""Q12797""",1
"""Q9UNP4""",1
"""Q9Y399""",12
"""O75676""",1
"""O00468""",29
"""Q13526""",4
"""P54725""",12
"""O95264""",1
"""Q9Y285""",1
"""Q15937""",1
"""Q14194""",3
"""Q9UGF7""",1
"""Q08AH3""",1
"""O96014""",11
"""O95336""",1
"""P62906""",20
"""Q16656""",9
"""Q9NSP4""",15
"""Q9NSE4""",1
"""Q6UWW0""",1
"""P48736""",5
"""Q9NRW3""",2
"""P02751""",45
"""Q9P2U8""",1
"""O60755""",4
"""P15090""",6
"""P17480""",10
"""Q92915""",1
"""P10911""",4
"""Q5VWK5""",2
"""Q96MT3""",1
"""O14556""",3
"""Q9NYV9""",4
"""P50440""",1
"""Q9NY65""",8
"""Q9NRD9""",1
"""O60656""",2
"""O15296""",1
"""Q9NY59""",2
"""O75880""",1
"""Q96RU3""",10
"""P23760""",1
"""Q8N5S9""",1
"""Q12860""",4
"""Q96RJ3""",2
"""O75874""",8
"""Q96RT7""",3
"""Q13724""",1
"""P08100""",19
"""P23946""",3
"""Q9BXP8""",2
"""Q14584""",1
"""Q5JTJ3""",1
"""Q96D96""",3
"""P04229""",31
"""P29400""",16
"""O00505""",1
"""P16499""",5
"""P07204""",2
"""P05089""",3
"""Q9UNS1""",2
"""P51684""",5
"""P19525""",2
"""P07359""",10
"""Q13433""",1
"""O95363""",1
"""Q13625""",5
"""P42679""",1
"""Q9H3R1""",2
"""Q99442""",1
"""Q13619""",34
"""Q8TBF4""",5
"""Q15043""",2
"""O95222""",1
"""Q9Y2I7""",7
"""Q8IXL7""",1
"""Q14152""",8
"""Q14344""",18
"""P62318""",21
"""Q8NGT5""",1
"""Q8NH55""",1
"""Q9HBG4""",4
"""Q8NG41""",4
"""Q9HB14""",2
"""P11474""",3
"""O15504""",35
"""P48643""",16
"""P00739""",1
"""P01303""",4
"""Q9NSA2""",2
"""O95918""",1
"""P01599""",43
"""P40763""",33
"""P10323""",2
"""P0DP73""",1
"""P04433""",43
"""Q9BUF7""",1
"""O15519""",10
"""Q9NZV8""",2
"""O14649""",2
"""O15213""",1
"""P11177""",4
"""Q5FYA8""",1
"""Q58A45""",1
"""P25067""",13
"""A6NIJ9""",1
"""P02724""",1
"""O60749""",4
"""Q9P035""",1
"""P13639""",10
"""P16422""",1
"""P52803""",2
"""Q9BRR6""",1
"""Q9BYP7""",1
"""P41222""",1
"""Q9Y561""",1
"""Q02413""",5
"""Q9Y4U1""",3
"""P53007""",2
"""Q96S21""",2
"""Q14683""",21
"""P35503""",2
"""Q99832""",15
"""Q9H0H0""",1
"""Q96DV4""",10
"""Q96L34""",5
"""Q9BXW6""",1
"""O76036""",1
"""P30462""",16
"""P55081""",1
"""Q14542""",4
"""Q5HYK3""",1
"""Q86SS6""",15
"""P62491""",11
"""Q5NV62""",35
"""P09683""",4
"""Q6WBX8""",11
"""P63241""",3
"""Q9Y2M0""",1
"""Q13838""",4
"""Q12968""",2
"""O43818""",1
"""Q7Z4S6""",3
"""Q68CP9""",4
"""Q9Y2A4""",1
"""Q8N370""",1
"""P29322""",2
"""Q8N2K0""",1
"""P80370""",1
"""Q8TF09""",4
"""Q9HD33""",10
"""Q6P0N0""",2
"""P19447""",79
"""P06307""",4
"""P30301""",2
"""P47992""",4
"""Q8NGP3""",1
"""Q9NUX5""",2
"""Q9GZQ6""",4
"""P35908""",3
"""Q8NGE3""",1
"""A5LHX3""",4
"""P19957""",5
"""O60266""",16
"""P49767""",4
"""Q9BU40""",2
"""Q92900""",3
"""Q92890""",3
"""Q9NZN5""",7
"""Q8N145""",1
"""P78406""",35
"""Q5T0N5""",10
"""Q8NGS9""",1
"""Q8NH49""",1
"""Q8NE22""",1
"""Q8NGF8""",1
"""Q9NRY4""",9
"""A6NHL2""",8
"""Q9NYW5""",4
"""O14727""",7
"""Q93088""",1
"""Q9NXT0""",1
"""Q9P2J8""",1
"""O60641""",14
"""P78369""",1
"""P14416""",4
"""Q9H9S0""",18
"""Q63HN8""",3
"""Q8WXS5""",3
"""A2RU49""",1
"""O75385""",14
"""Q96MU8""",2
"""Q96CW1""",46
"""Q96EU7""",1
"""Q9UJU6""",5
"""P28702""",3
"""P08235""",2
"""Q9Y483""",1
"""O15120""",2
"""P15531""",2
"""Q9Y6A9""",4
"""O75094""",3
"""Q8WUI4""",4
"""Q16881""",4
"""Q96SQ9""",13
"""Q9HCJ0""",46
"""Q02985""",6
"""P19474""",5
"""P17936""",8
"""P56746""",1
"""Q99613""",8
"""Q16875""",1
"""Q8NGS0""",1
"""Q8NH40""",1
"""B0YJ81""",1
"""O14931""",2
"""Q9Y3M8""",1
"""P46736""",10
"""Q08J23""",3
"""P00751""",16
"""P01615""",43
"""Q9NVM4""",1
"""Q6A163""",3
"""P32780""",79
"""P28566""",4
"""Q9Y243""",32
"""Q7Z2H8""",1
"""P49674""",25
"""O95429""",15
"""Q9NNW7""",1
"""P10635""",14
"""O14775""",74
"""P04745""",2
"""Q16635""",6
"""Q15109""",4
"""O14640""",24
"""Q8NG35""",1
"""O15525""",2
"""Q9BTY2""",2
"""P13765""",2
"""Q9P0U1""",2
"""Q8NH07""",1
"""Q9HBH0""",6
"""Q9NS62""",2
"""P12104""",1
"""Q9BZF2""",1
"""Q9P2F6""",1
"""Q9P212""",1
"""Q9ULZ1""",4
"""Q9BUH8""",1
"""P0C629""",1
"""Q7RTX7""",2
"""P06730""",19
"""P31644""",2
"""Q8TAQ5""",3
"""Q9BR01""",2
"""Q8IWW8""",2
"""Q2M2I8""",16
"""O15389""",4
"""P47804""",4
"""Q7Z5K2""",16
"""P52824""",1
"""P33908""",4
"""Q9UJQ4""",4
"""Q9HB29""",4
"""Q96S42""",7
"""Q8WVT3""",1
"""Q9BYE7""",5
"""Q05048""",11
"""Q14677""",1
"""Q5VU57""",1
"""Q9Y3S1""",1
"""O95633""",2
"""Q14563""",13
"""Q99712""",1
"""Q8WUP2""",3
"""Q5NV83""",35
"""P23919""",2
"""Q15427""",11
"""P0DMS8""",4
"""Q5NUL3""",4
"""Q14749""",2
"""P57678""",5
"""P56704""",17
"""Q9UPZ6""",2
"""P26368""",12
"""P36888""",2
"""O15228""",5
"""P17858""",3
"""P35227""",5
"""O94778""",3
"""Q7Z3S7""",1
"""Q8N1I0""",1
"""A6H8Y1""",15
"""P04844""",3
"""O14874""",1
"""P49959""",82
"""Q8NGR4""",1
"""Q9NV06""",6
"""Q8NGG4""",1
"""P30291""",7
"""O14733""",4
"""P78381""",1
"""P24593""",3
"""O14925""",10
"""P59543""",4
"""Q9NTK5""",1
"""P98155""",8
"""P34972""",4
"""A9YTQ3""",1
"""Q8TB52""",9
"""Q8TAT2""",1
"""P22692""",3
"""P03989""",16
"""Q6STE5""",5
"""O95150""",2
"""Q15631""",1
"""P48061""",5
"""Q9NYL5""",1
"""P05386""",20
"""Q9BUD6""",2
"""P42331""",1
"""Q6UX06""",2
"""P26572""",1
"""Q9Y6M5""",1
"""Q14590""",1
"""Q06481""",2
"""P47872""",4
"""P16401""",3
"""Q9H254""",16
"""Q96LT4""",1
"""Q8WWG1""",35
"""O95711""",1
"""Q13115""",2
"""Q15526""",1
"""P62807""",120
"""Q99259""",4
"""O95045""",2
"""O76015""",3
"""Q6ZSZ5""",11
"""P59861""",1
"""P05111""",1
"""P58335""",4
"""Q7Z3V4""",3
"""P46721""",1
"""Q53FZ2""",1
"""Q05516""",6
"""Q9Y5J9""",2
"""P09848""",1
"""Q8WTR4""",1
"""Q15349""",7
"""P01782""",44
"""Q5QGT7""",1
"""O75110""",2
"""Q8NGJ1""",1
"""P10620""",3
"""P20671""",83
"""P55075""",153
"""Q9BX10""",1
"""P31941""",2
"""Q92504""",1
"""P06340""",2
"""P51690""",1
"""P14635""",35
"""P12110""",17
"""P32004""",34
"""O60359""",3
"""O60245""",1
"""Q14980""",3
"""P10515""",4
"""Q9NZW4""",1
"""P54710""",1
"""P35790""",2
"""P16104""",107
"""Q9UN42""",1
"""Q6UXB4""",1
"""Q9GZK4""",1
"""Q9HB20""",1
"""P13645""",3
"""Q96LW1""",1
"""Q99952""",2
"""Q9P227""",1
"""Q96NU7""",1
"""Q3KRB8""",1
"""O95072""",3
"""P62834""",54
"""P61964""",19
"""O75478""",1
"""O95258""",4
"""P48169""",2
"""Q14188""",55
"""Q92878""",80
"""P62714""",60
"""P50548""",4
"""P61163""",25
"""P43003""",3
"""Q6GTX8""",3
"""P55273""",2
"""O96008""",4
"""P46934""",8
"""Q9UK45""",5
"""Q12974""",2
"""P26374""",21
"""P38159""",8
"""Q9Y576""",8
"""Q9Y462""",1
"""P48544""",1
"""O75379""",17
"""O60563""",43
"""P01860""",22
"""O95819""",1
"""Q9NPB1""",1
"""Q9Y5S8""",2
"""Q9NP71""",9
"""P02745""",7
"""P29508""",1
"""Q9BZ23""",1
"""Q16854""",1
"""Q6ZS27""",1
"""P80748""",43
"""Q8IZT8""",2
"""Q92692""",6
"""O43143""",6
"""P13984""",109
"""P78552""",7
"""O43653""",1
"""P01563""",13
"""Q8N3I7""",4
"""Q96J84""",11
"""Q96PU5""",15
"""P30508""",16
"""Q8TD23""",1
"""Q9C0H5""",3
"""Q8NFP4""",1
"""P30498""",16
"""Q8TBZ3""",1
"""A6NCW7""",2
"""Q96AA3""",1
"""Q5H9R7""",1
"""P60006""",25
"""Q8IXK2""",1
"""P51798""",1
"""P0C869""",11
"""Q969V6""",6
"""Q13547""",34
"""Q13241""",12
"""P14598""",8
"""Q86V71""",1
"""Q14953""",1
"""Q99250""",2
"""Q5VV41""",3
"""Q01813""",1
"""P28161""",1
"""Q5JRA6""",4
"""Q99436""",6
"""P24863""",11
"""Q6ZN44""",5
"""Q9ULT8""",3
"""A5X5Y0""",1
"""Q16557""",1
"""P47893""",1
"""P47887""",1
"""Q9Y5K5""",4
"""P78396""",38
"""Q9H2A9""",1
"""Q13136""",11
"""Q8N661""",1
"""P01111""",87
"""P28062""",4
"""Q5KU26""",2
"""Q24JP5""",1
"""P48637""",1
"""Q9NQB0""",20
"""Q9BXR0""",1
"""Q15406""",1
"""O00567""",3
"""O15327""",4
"""P31431""",28
"""P58215""",3
"""P20702""",6
"""P13942""",14
"""P20036""",31
"""O43731""",9
"""P10827""",1
"""Q96K83""",1
"""O14832""",5
"""Q5VTB9""",3
"""Q96JA3""",1
"""Q99640""",3
"""Q8NI27""",5
"""Q5QGZ9""",2
"""Q86YT5""",1
"""P62330""",2
"""Q8TCZ2""",1
"""Q16134""",1
"""Q05519""",11
"""Q7Z4G4""",1
"""Q9Y252""",3
"""Q9UBF6""",8
"""Q06265""",4
"""P46109""",10
"""Q8N2I2""",1
"""Q7L945""",1
"""Q16644""",5
"""Q16836""",5
"""Q8NI36""",1
"""O14841""",1
"""P19429""",5
"""Q8NH01""",1
"""Q8NB49""",2
"""Q8NGD1""",1
"""Q8NGY5""",1
"""A6NDX5""",1
"""Q9NUV7""",1
"""Q8NGN5""",1
"""P25445""",10
"""Q8NGC5""",1
"""P04004""",10
"""Q9NTJ3""",9
"""O43749""",1
"""Q9NVS9""",2
"""P32189""",1
"""Q8N8Q8""",1
"""P22680""",3
"""P03956""",22
"""A8MVS1""",1
"""P30954""",1
"""Q8N127""",1
"""Q8TCD5""",2
"""A6NHJ4""",1
"""Q6ZNG1""",1
"""P30153""",83
"""Q2KJY2""",3
"""P08514""",49
"""Q9ULG1""",2
"""Q6ZN11""",1
"""Q9H2U2""",1
"""P34969""",4
"""Q9H9Q2""",5
"""Q9ULF5""",1
"""O75373""",1
"""P15144""",2
"""O95153""",11
"""Q9H221""",1
"""O95813""",3
"""Q6VMQ6""",2
"""Q9H902""",1
"""Q13217""",2
"""Q13873""",8
"""Q14623""",18
"""O95006""",1
"""Q70CQ3""",1
"""Q9UL26""",2
"""P24158""",4
"""P51843""",1
"""P08217""",2
"""O14544""",6
"""Q9Y4A5""",6
"""Q7Z6J8""",3
"""P36954""",122
"""Q9Y2T1""",7
"""Q9NP80""",2
"""Q9Y5I7""",1
"""Q13888""",79
"""Q96SE7""",1
"""Q8N3T1""",1
"""Q6NUS8""",1
"""P54317""",1
"""Q4VNC1""",1
"""Q6P9A2""",1
"""P10914""",1
"""Q14332""",15
"""Q8IZ26""",1
"""Q92581""",1
"""O15117""",3
"""P01593""",43
"""P13051""",5
"""O60353""",11
"""A8MXU0""",1
"""P04733""",2
"""P22102""",3
"""P49848""",27
"""O43707""",2
"""O14949""",1
"""Q86WT1""",5
"""Q8TC12""",4
"""P41968""",4
"""P17066""",7
"""Q96A72""",9
"""Q8NGX9""",1
"""Q9BVK6""",9
"""P61421""",4
"""P13747""",28
"""Q93034""",11
"""Q8NGM9""",1
"""P51687""",1
"""P33527""",3
"""Q6UX41""",1
"""P35611""",3
"""O75586""",4
"""P47881""",1
"""P34741""",29
"""P0C617""",1
"""P09467""",1
"""Q96NT5""",3
"""Q13322""",5
"""P04628""",16
"""Q96EL2""",12
"""Q6IED9""",1
"""P52292""",3
"""P54707""",1
"""Q99439""",2
"""Q14155""",12
"""Q16566""",5
"""Q13285""",1
"""Q15696""",5
"""P36537""",1
"""Q9H7R0""",1
"""P58401""",11
"""P11171""",2
"""Q9ULP9""",1
"""Q9ULC8""",1
"""Q08775""",1
"""P28065""",4
"""Q9Y3Q3""",9
"""Q07000""",16
"""O43251""",1
"""Q5NV65""",35
"""Q8NCS7""",1
"""Q9UPX8""",4
"""Q9UPM8""",6
"""Q92674""",15
"""Q9NQC8""",5
"""P30450""",16
"""O60566""",20
"""Q8NC06""",1
"""Q9NQ88""",1
"""Q9NPL8""",7
"""P01009""",14
"""P01857""",22
"""Q9NPA8""",1
"""P49755""",20
"""P22309""",3
"""Q02880""",1
"""Q8N3R9""",1
"""Q96J66""",1
"""Q8NH16""",1
"""Q8NGP6""",1
"""P17030""",1
"""O14907""",1
"""P50053""",1
"""P30459""",17
"""P14410""",5
"""Q2M3G0""",1
"""Q92569""",19
"""O00270""",4
"""P78549""",9
"""P25325""",6
"""Q9UHI6""",5
"""Q6IF36""",1
"""Q6UXH0""",2
"""Q9UMX2""",2
"""Q9UG01""",5
"""P17540""",1
"""Q86XT9""",1
"""Q8TBZ6""",1
"""Q99538""",2
"""Q14254""",1
"""Q8WZ94""",1
"""P17039""",1
"""P82664""",12
"""Q8IV42""",1
"""Q8IXJ9""",2
"""Q9H9S3""",4
"""Q03519""",8
"""P47989""",3
"""Q9NRX2""",10
"""O75388""",3
"""O00159""",4
"""Q14764""",2
"""P48058""",12
"""Q8WWZ7""",1
"""P48739""",4
"""Q13103""",2
"""Q8N6T7""",1
"""O75439""",3
"""Q14644""",2
"""P62899""",20
"""O76003""",1
"""O95989""",4
"""Q13093""",1
"""Q5BJF6""",22
"""Q6P587""",1
"""P49458""",3
"""Q05639""",1
"""O14559""",1
"""O15315""",11
"""P11279""",2
"""Q9NPD5""",1
"""P50443""",1
"""Q9Y4R7""",1
"""P48448""",1
"""P01764""",44
"""Q96RI1""",7
"""Q6P161""",10
"""Q5VT52""",2
"""Q00889""",1
"""Q8NHC4""",1
"""Q969X1""",1
"""P13945""",4
"""Q9NV56""",1
"""Q9GZS1""",12
"""P63151""",6
"""Q8N9F7""",1
"""P28482""",71
"""P53396""",3
"""Q13421""",2
"""P0C623""",1
"""O75643""",9
"""Q96PQ6""",1
"""P17612""",53
"""Q8TAC2""",1
"""P62306""",21
"""Q96I25""",6
"""Q9HAZ2""",1
"""Q8IW41""",15
"""P07737""",11
"""P25106""",4
"""Q9Y6H1""",1
"""Q9ULD4""",6
"""Q13316""",2
"""Q13972""",3
"""Q9Y6G5""",14
"""Q14722""",1
"""Q7L576""",9
"""Q8N6F1""",1
"""Q7RTX1""",4
"""Q14D33""",1
"""P46937""",24
"""Q8IUR6""",1
"""Q6ZMY9""",1
"""Q6ZMC9""",1
"""O60551""",2
"""Q9NQ94""",3
"""Q7KYR7""",1
"""Q9BXN1""",2
"""P10997""",4
"""P06727""",14
"""P22362""",4
"""Q92560""",6
"""Q8NBQ7""",2
"""P78540""",1
"""Q8NAN2""",1
"""Q96CS2""",22
"""Q12770""",1
"""Q03135""",9
"""Q13520""",2
"""O94886""",2
"""Q96IJ6""",1
"""Q8TEP8""",22
"""Q6P1J9""",13
"""Q99523""",4
"""Q02094""",3
"""O00291""",9
"""P51786""",1
"""P39023""",20
"""Q9HCE5""",1
"""P08727""",3
"""P13726""",7
"""Q9H5J8""",14
"""P25205""",15
"""P48730""",25
"""Q9UNE7""",9
"""P28476""",1
"""P49590""",1
"""Q13415""",19
"""Q96P48""",3
"""Q99424""",5
"""A2VDF0""",1
"""Q13409""",38
"""Q8N2A8""",3
"""Q99418""",2
"""Q8IV63""",1
"""Q08379""",9
"""P56880""",1
"""Q92903""",1
"""Q15019""",1
"""O00186""",1
"""Q03405""",9
"""Q9HAY6""",1
"""Q9Y663""",1
"""Q16539""",19
"""Q9Y5J3""",1
"""P28845""",1
"""Q09FC8""",1
"""Q9H257""",2
"""P11150""",4
"""Q6PJ21""",5
"""Q6ZNC8""",4
"""O95714""",26
"""Q07890""",5
"""Q99928""",2
"""P47869""",2
"""Q8WWQ8""",3
"""P47755""",7
"""P20309""",6
"""P01275""",14
"""Q92804""",22
"""Q29940""",16
"""Q9BZD4""",13
"""P02795""",3
"""Q9NVW2""",3
"""Q6GMR7""",1
"""A6NGU5""",2
"""P30048""",1
"""P20674""",1
"""Q5T2D2""",1
"""P14784""",19
"""Q9UKF6""",14
"""O75955""",1
"""P10809""",4
"""Q13613""",2
"""Q96IT1""",1
"""Q96Q11""",2
"""Q8TE04""",1
"""O94844""",5
"""Q9BVL2""",35
"""Q9BYC9""",10
"""Q96RY7""",8
"""P62312""",5
"""P04118""",3
"""P32969""",20
"""O95402""",2
"""P63172""",2
"""Q8TEL6""",1
"""Q9UHR5""",2
"""Q9H461""",6
"""Q9Y366""",5
"""Q9UHQ9""",2
"""Q8NGX0""",1
"""Q8NH90""",1
"""Q06187""",29
"""P14679""",2
"""Q9UGP5""",3
"""Q8WTR7""",5
"""Q96N20""",1
"""Q8N841""",1
"""Q13508""",1
"""P49683""",1
"""P36543""",4
"""Q86XR8""",22
"""Q86Y38""",1
"""P61457""",1
"""Q13477""",2
"""O00399""",3
"""Q96AT9""",2
"""P19237""",4
"""Q8NFH4""",48
"""P29622""",1
"""Q8NEZ3""",8
"""P00748""",3
"""Q9HBX9""",4
"""Q71DI3""",125
"""Q0VGL1""",20
"""Q8NA29""",1
"""O43557""",4
"""Q99996""",35
"""Q14929""",1
"""Q7RTZ2""",2
"""P23352""",3
"""Q9BZV2""",1
"""P06733""",2
"""P21127""",2
"""P50542""",14
"""Q92185""",1
"""P24071""",3
"""Q5HYJ1""",1
"""O60431""",1
"""O15263""",3
"""Q9Y570""",1
"""Q00796""",2
"""Q9Y4K0""",3
"""P01743""",44
"""Q9H1A4""",28
"""Q9H0U4""",30
"""Q9UBR2""",18
"""P35527""",3
"""Q8WW35""",4
"""Q99835""",10
"""Q01546""",3
"""O75175""",2
"""P0C1Z6""",2
"""Q9BXB5""",1
"""Q96L58""",1
"""Q01432""",3
"""Q8TEY7""",3
"""P04217""",3
"""Q6IF42""",1
"""Q15291""",18
"""O00462""",2
"""Q9UPN4""",22
"""P32927""",25
"""Q6IN84""",1
"""Q07837""",1
"""Q12836""",1
"""O94766""",1
"""Q15811""",25
"""Q6XZB0""",1
"""Q9Y3T9""",3
"""Q8WYN0""",2
"""Q9Y324""",1
"""Q96GR2""",1
"""Q96Q05""",5
"""Q16665""",15
"""O95210""",2
"""Q13576""",5
"""Q15004""",1
"""Q8NGQ2""",1
"""Q9GZR5""",1
"""Q9HC16""",6
"""P59666""",7
"""P56385""",4
"""Q14956""",5
"""P58005""",2
"""P85299""",3
"""P01566""",13
"""O43521""",10
"""O43542""",7
"""Q8N148""",1
"""P60510""",1
"""O14757""",14
"""Q9NYM4""",3
"""Q8NFP7""",4
"""P11831""",3
"""Q9NRN7""",1
"""Q9NQX3""",1
"""Q9NTM9""",1
"""Q9P0S3""",1
"""Q9Y6Q9""",8
"""P33991""",15
"""Q9Y6F9""",4
"""P20851""",4
"""Q68DY1""",1
"""O60716""",4
"""Q9P2D8""",1
"""P26440""",1
"""Q9BYX4""",24
"""O75940""",6
"""Q92794""",6
"""P04436""",17
"""Q9BS18""",3
"""Q96BV0""",1
"""Q96EK6""",1
"""P61073""",11
"""P22455""",48
"""Q9BRC7""",1
"""P37023""",1
"""P05155""",6
"""Q96DR5""",1
"""P06400""",15
"""P51864""",5
"""P45974""",3
"""P08238""",22
"""Q9UQN3""",3
"""Q9H6I2""",2
"""Q9UHF0""",4
"""O75976""",4
"""O00555""",2
"""Q7Z3J2""",1
"""Q6IF00""",1
"""O94979""",11
"""Q9Y5K8""",5
"""Q9UQM7""",20
"""Q4KMP7""",1
"""P60228""",8
"""P36969""",8
"""Q99643""",2
"""Q15910""",7
"""Q13795""",5
"""Q9UJ96""",1
"""P61769""",43
"""Q9BXW9""",8
"""Q96RP8""",1
"""Q15223""",6
"""Q15904""",3
"""Q86XQ3""",2
"""Q99808""",4
"""Q99829""",2
"""Q14353""",1
"""P55084""",11
"""Q8IYK4""",2
"""Q99502""",2
"""Q8IYU8""",2
"""Q99798""",3
"""P17024""",1
"""Q8NHQ1""",22
"""P63244""",4
"""Q15399""",20
"""Q16623""",16
"""O00264""",1
"""Q92482""",5
"""Q9Y2A7""",6
"""Q70JA7""",2
"""Q9NNX6""",4
"""Q5T7P2""",2
"""Q14914""",2
"""Q15118""",1
"""A2RUS2""",2
"""Q16659""",13
"""O43614""",4
"""P21439""",1
"""Q9NZM3""",17
"""Q15768""",13
"""P57723""",1
"""O14829""",1
"""Q16518""",1
"""P30273""",19
"""P57057""",1
"""Q9NZ52""",3
"""P78363""",2
"""P12107""",14
"""Q6UWU2""",4
"""O14709""",1
"""P78357""",1
"""P01374""",4
"""A8MX76""",1
"""Q9P1P5""",4
"""Q8N6G6""",2
"""Q00973""",1
"""Q00994""",3
"""P15924""",5
"""Q9UKY0""",1
"""Q7RTN6""",2
"""Q9H2S1""",1
"""Q9H341""",1
"""P14373""",2
"""O43323""",18
"""P61952""",68
"""O75487""",21
"""P42262""",7
"""O75352""",4
"""Q92887""",2
"""Q13202""",2
"""Q96FI4""",15
"""P24752""",3
"""P05062""",3
"""Q9NY47""",3
"""Q12962""",24
"""Q96RT1""",3
"""O94892""",1
"""P50416""",1
"""P07332""",9
"""Q9H845""",5
"""Q9UBT3""",2
"""P32246""",4
"""Q9Y450""",1
"""P35221""",9
"""O94772""",1
"""Q9H9G7""",48
"""Q9Y3I0""",1
"""P21709""",2
"""O75061""",6
"""P48547""",1
"""Q9UJX5""",28
"""O75934""",6
"""Q14566""",15
"""Q07021""",5
"""P55957""",11
"""Q99715""",14
"""Q5VYY2""",1
"""Q16842""",3
"""O00483""",1
"""Q8IZS6""",4
"""Q03692""",13
"""Q96E29""",4
"""Q15477""",2
"""Q12857""",1
"""P14778""",12
"""Q4AC94""",8
"""O60260""",9
"""Q13607""",1
"""Q9Y345""",1
"""Q9NP95""",152
"""Q9UI08""",4
"""Q9Y2H5""",1
"""Q99616""",4
"""Q9Y2R9""",12
"""Q8N3J6""",1
"""Q15025""",1
"""P49641""",2
"""P49662""",1
"""Q09327""",1
"""Q8NGH3""",1
"""Q8NH37""",1
"""Q8TCG2""",4
"""Q8NGG7""",1
"""P30486""",16
"""Q9NZT1""",1
"""P10586""",3
"""Q9NSK0""",5
"""P05452""",1
"""P22695""",1
"""P40937""",62
"""P08582""",2
"""Q5U5R9""",3
"""P15336""",6
"""P30876""",122
"""Q9UF02""",1
"""P35580""",6
"""Q9NZJ6""",2
"""Q92959""",1
"""P57771""",1
"""Q9BTM9""",1
"""P05161""",19
"""P61244""",5
"""P43080""",2
"""Q86VF5""",1
"""Q04760""",1
"""P06681""",10
"""O94991""",1
"""Q03426""",1
"""P52926""",1
"""P16410""",4
"""P60900""",4
"""Q9H944""",2
"""Q8IW35""",5
"""P35626""",4
"""O95741""",1
"""A8MUV8""",1
"""Q9UK12""",1
"""P52895""",6
"""Q14671""",1
"""Q9P209""",22
"""Q7KZ85""",10
"""O76024""",1
"""Q9H0H3""",6
"""Q99814""",12
"""O75154""",5
"""O75346""",1
"""Q03936""",1
"""Q96DT6""",2
"""Q96KP6""",1
"""P18206""",32
"""P35475""",3
"""Q8TEW6""",1
"""P42229""",25
"""Q16254""",19
"""Q14524""",2
"""Q8IZP0""",6
"""P01824""",44
"""Q9BYX7""",1
"""Q7RTW8""",1
"""Q9UJ90""",2
"""O75469""",1
"""Q8TEW0""",9
"""O43295""",3
"""Q8TF74""",5
"""Q8WUX2""",1
"""Q92542""",11
"""Q9BQB6""",1
"""Q8TE60""",3
"""Q86SF2""",1
"""Q4ZG55""",1
"""Q96C10""",1
"""P08319""",2
"""P13995""",2
"""Q96PH1""",1
"""Q9UPW6""",2
"""O43809""",10
"""P14859""",14
"""P40337""",16
"""Q12824""",4
"""P52799""",13
"""P28749""",11
"""P09038""",161
"""P41743""",3
"""Q29718""",16
"""Q14242""",2
"""O75037""",3
"""Q02928""",9
"""P17027""",1
"""O00273""",6
"""Q8TDU9""",4
"""P19438""",18
"""Q8NH10""",1
"""Q8NGP0""",1
"""P08684""",7
"""O00459""",39
"""P08709""",9
"""Q8NGE0""",1
"""Q8NGZ4""",1
"""Q06643""",3
"""P46597""",1
"""P78543""",1
"""O95983""",6
"""O43623""",1
"""Q2Q1W2""",3
"""P49758""",3
"""Q14116""",4
"""Q9NYU1""",1
"""Q8NH19""",1
"""Q8NGP9""",1
"""Q9NYJ1""",1
"""Q15849""",1
"""O15392""",14
"""P05362""",1
"""Q8NGE9""",1
"""Q9HAW8""",1
"""O14718""",4
"""Q8NFY9""",6
"""P39748""",15
"""O60938""",7
"""Q92932""",1
